code,date,high,low,mid,last,bid,ask,volume
ZRXUSD,5/20/23,0.22971,0.226,0.228355,0.22814,0.22814,0.22857,11103.64799
ZRXUSD,5/19/23,0.23109,0.22688,0.22933,0.22867,0.22908,0.22958,14409.21808
ZRXUSD,5/18/23,0.23339,0.22413,0.23046,0.23004,0.23019,0.23073,17360.70139
ZRXUSD,5/17/23,0.23423,0.22157,0.232785,0.23252,0.2325,0.23307,19654.75706
ZRXUSD,5/16/23,0.23014,0.22111,0.229385,0.22917,0.22914,0.22963,30323.55477
ZRXUSD,5/15/23,0.22627,0.21901,0.22425,0.22427,0.224,0.2245,13713.25002
ZRXUSD,5/14/23,0.22172,0.214,0.22197,0.22172,0.22172,0.22222,48961.17198
ZRXUSD,5/13/23,0.21952,0.21465,0.21775,0.21741,0.21751,0.21799,11148.6722
ZRXUSD,5/12/23,0.21946,0.21024,0.21863,0.21866,0.21841,0.21885,40669.33438
ZRXUSD,5/11/23,0.22839,0.21226,0.215385,0.21514,0.21518,0.21559,29087.73708
ZRXUSD,5/10/23,0.23023,0.21782,0.228385,0.22784,0.22816,0.22861,55575.61989
ZRXUSD,5/9/23,0.22436,0.21501,0.220125,0.21992,0.2199,0.22035,190736.238
ZRXUSD,5/8/23,0.24071,0.20863,0.214325,0.21425,0.21409,0.21456,233197.3588
ZRXUSD,5/7/23,0.24506,0.2393,0.24079,0.24012,0.24063,0.24095,405886.3397
ZRXUSD,5/6/23,0.25405,0.23763,0.241345,0.24092,0.24117,0.24152,128707.5272
ZRXUSD,5/5/23,0.25438,0.24486,0.2535,0.25297,0.25324,0.25376,154896.712
ZRXUSD,5/4/23,0.25392,0.24514,0.24589,0.24517,0.24565,0.24613,17191.14765
ZRXUSD,5/3/23,0.25392,0.24052,0.253855,0.25392,0.25356,0.25415,87723.18991
ZRXUSD,5/2/23,0.24994,0.24053,0.24931,0.24964,0.24903,0.24959,32285.00173
ZRXUSD,5/1/23,0.25904,0.245,0.24707,0.24698,0.24682,0.24732,131539.3726
ZRXUSD,4/30/23,0.26309,0.25539,0.258525,0.25827,0.25821,0.25884,6856.481931
ZRXUSD,4/29/23,0.26461,0.26043,0.26262,0.26236,0.26234,0.2629,8901.304714
ZRXUSD,4/28/23,0.2696,0.25683,0.263175,0.26293,0.26292,0.26343,133442.4093
ZRXUSD,4/27/23,0.27022,0.25659,0.2667,0.26648,0.26649,0.26691,53872.96006
ZRXUSD,4/26/23,0.27426,0.2485,0.257135,0.25696,0.25696,0.25731,57174.90534
ZRXUSD,4/25/23,0.26357,0.2485,0.26335,0.26357,0.26309,0.26361,142110.3088
ZRXUSD,4/24/23,0.26789,0.25372,0.259345,0.26042,0.25869,0.26,14813.55064
ZRXUSD,4/23/23,0.2718,0.25517,0.263,0.26199,0.26221,0.26379,77198.4283
ZRXUSD,4/22/23,0.26667,0.25524,0.266,0.26631,0.26559,0.26641,33285.97123
ZRXUSD,4/21/23,0.26902,0.252,0.255775,0.25524,0.25524,0.25631,169112.8917
ZRXUSD,4/20/23,0.28567,0.26078,0.266175,0.26611,0.26589,0.26646,403743.9899
ZRXUSD,4/19/23,0.30574,0.27366,0.280765,0.28209,0.28019,0.28134,240925.8167
ZRXUSD,4/18/23,0.30768,0.29226,0.30509,0.30475,0.30475,0.30543,209739.587
ZRXUSD,4/17/23,0.30981,0.291,0.295895,0.29523,0.29562,0.29617,98515.67233
ZRXUSD,4/16/23,0.31604,0.29455,0.30803,0.30843,0.30737,0.30869,133444.4796
ZRXUSD,4/15/23,0.30102,0.29133,0.295125,0.29556,0.29441,0.29584,134630.9511
ZRXUSD,4/14/23,0.308,0.28066,0.29781,0.29702,0.29745,0.29817,547346.8283
ZRXUSD,4/13/23,0.28335,0.27399,0.280805,0.28156,0.2805,0.28111,51889.38168
ZRXUSD,4/12/23,0.28809,0.27229,0.2791,0.27964,0.27873,0.27947,168196.1744
ZRXUSD,4/11/23,0.29066,0.28134,0.286575,0.28502,0.28621,0.28694,189487.3314
ZRXUSD,4/10/23,0.29182,0.27373,0.287595,0.28729,0.28729,0.2879,473453.9275
ZRXUSD,4/9/23,0.29059,0.27,0.290345,0.29059,0.28994,0.29075,119702.1457
ZRXUSD,4/8/23,0.29452,0.276,0.277195,0.2769,0.27692,0.27747,244071.4556
ZRXUSD,4/7/23,0.31474,0.28837,0.291775,0.29146,0.29163,0.29192,205450.838
ZRXUSD,4/6/23,0.3247,0.29483,0.30175,0.30161,0.30141,0.30209,267172.9608
ZRXUSD,4/5/23,0.38751,0.32121,0.32367,0.32292,0.32309,0.32425,736712.1401
ZRXUSD,4/4/23,0.35806,0.2778,0.342695,0.3422,0.34234,0.34305,461561.3709
ZRXUSD,4/3/23,0.29998,0.26857,0.289605,0.28942,0.28936,0.28985,327680.6724
ZRXUSD,4/2/23,0.33259,0.28535,0.28936,0.289,0.28888,0.28984,377837.2929
ZRXUSD,4/1/23,0.3636,0.29,0.30827,0.30784,0.30794,0.3086,2307857.297
ZRXUSD,3/31/23,0.30663,0.2298,0.302815,0.30576,0.30197,0.30366,737424.7087
ZRXUSD,3/30/23,0.24069,0.22866,0.23029,0.2301,0.23001,0.23057,99056.79772
ZRXUSD,3/29/23,0.24044,0.2194,0.235045,0.23482,0.23477,0.23532,206981.2687
ZRXUSD,3/28/23,0.22235,0.21277,0.21969,0.2194,0.21964,0.21974,472758.6916
ZRXUSD,3/27/23,0.23051,0.2117,0.215055,0.21474,0.21477,0.21534,37631.13527
ZRXUSD,3/26/23,0.23151,0.22354,0.229795,0.22966,0.22964,0.22995,24296.87339
ZRXUSD,3/25/23,0.23133,0.22196,0.224365,0.22448,0.22424,0.22449,133374.144
ZRXUSD,3/24/23,0.23901,0.22481,0.229815,0.22956,0.22955,0.23008,66958.36505
ZRXUSD,3/23/23,0.2403,0.224,0.236875,0.23692,0.23675,0.237,81878.82905
ZRXUSD,3/22/23,0.23898,0.21899,0.227555,0.22734,0.22735,0.22776,156828.2691
ZRXUSD,3/21/23,0.24185,0.22505,0.23702,0.23651,0.23667,0.23737,213625.9475
ZRXUSD,3/20/23,0.25515,0.23412,0.23658,0.23618,0.23635,0.23681,46604.17329
ZRXUSD,3/19/23,0.25405,0.23029,0.249895,0.24969,0.24965,0.25014,463461.2152
ZRXUSD,3/18/23,0.24487,0.23232,0.232855,0.23358,0.23218,0.23353,145352.9182
ZRXUSD,3/17/23,0.23824,0.22139,0.2374,0.23749,0.23703,0.23777,187892.5999
ZRXUSD,3/16/23,0.223,0.21501,0.221355,0.22121,0.22114,0.22157,153919.0768
ZRXUSD,3/15/23,0.24177,0.21414,0.218025,0.21767,0.21781,0.21824,170550.5325
ZRXUSD,3/14/23,0.24326,0.22188,0.234595,0.23428,0.23428,0.23491,371128.4587
ZRXUSD,3/13/23,0.22848,0.20632,0.227835,0.22749,0.2275,0.22817,434884.1186
ZRXUSD,3/12/23,0.21471,0.19007,0.21331,0.2131,0.21292,0.2137,238687.8229
ZRXUSD,3/11/23,0.2096,0.18937,0.19969,0.19918,0.19926,0.20012,81826.06232
ZRXUSD,3/10/23,0.20277,0.1885,0.202125,0.20229,0.20169,0.20256,105868.823
ZRXUSD,3/9/23,0.22063,0.19706,0.19976,0.19954,0.19959,0.19993,212455.6527
ZRXUSD,3/8/23,0.23434,0.21443,0.21658,0.21715,0.21635,0.21681,235931.8379
ZRXUSD,3/7/23,0.24301,0.227,0.233775,0.23336,0.23355,0.234,292773.4701
ZRXUSD,3/6/23,0.24183,0.23227,0.240685,0.24027,0.24046,0.24091,90859.0904
ZRXUSD,3/5/23,0.2473,0.23644,0.238335,0.23812,0.23812,0.23855,74183.80906
ZRXUSD,3/4/23,0.2538,0.23603,0.24072,0.2405,0.2405,0.24094,373846.3413
ZRXUSD,3/3/23,0.27669,0.24485,0.252005,0.25176,0.25187,0.25214,467507.963
ZRXUSD,3/2/23,0.30542,0.27307,0.276775,0.27613,0.27615,0.2774,646013.1391
ZRXUSD,3/1/23,0.32192,0.25232,0.300455,0.30078,0.29986,0.30105,1551920.082
ZRXUSD,2/28/23,0.26805,0.25472,0.255305,0.25515,0.25513,0.25548,171791.6032
ZRXUSD,2/27/23,0.27043,0.25569,0.26165,0.26145,0.26143,0.26187,119262.8363
ZRXUSD,2/26/23,0.27247,0.26094,0.269315,0.26906,0.26907,0.26956,134774.0286
ZRXUSD,2/25/23,0.29888,0.2524,0.27131,0.27123,0.27113,0.27149,833797.4274
ZRXUSD,2/24/23,0.28445,0.25886,0.2668,0.26622,0.26662,0.26698,368290.779
ZRXUSD,2/23/23,0.28964,0.26312,0.278265,0.27831,0.27807,0.27846,591574.8114
ZRXUSD,2/22/23,0.26985,0.25072,0.263135,0.26345,0.26282,0.26345,308614.7974
ZRXUSD,2/21/23,0.27862,0.26118,0.26616,0.26653,0.26579,0.26653,223164.8553
ZRXUSD,2/20/23,0.28282,0.25325,0.275165,0.27567,0.2749,0.27543,569185.444
ZRXUSD,2/19/23,0.26264,0.24325,0.254715,0.25491,0.25448,0.25495,576735.5522
ZRXUSD,2/18/23,0.26398,0.25563,0.258495,0.25852,0.25838,0.25861,99916.47161
ZRXUSD,2/17/23,0.26498,0.24,0.262485,0.26259,0.26233,0.26264,465948.4972
ZRXUSD,2/16/23,0.25755,0.24048,0.240155,0.24048,0.24,0.24031,305222.2581
ZRXUSD,2/15/23,0.25442,0.23313,0.254525,0.2544,0.2544,0.25465,341959.9236
ZRXUSD,2/14/23,0.23286,0.22119,0.232685,0.23275,0.23252,0.23285,171399.4989
ZRXUSD,2/13/23,0.23545,0.21587,0.22428,0.22436,0.22416,0.2244,419486.946
ZRXUSD,2/12/23,0.24413,0.23076,0.233295,0.23323,0.2331,0.23349,242267.0807
ZRXUSD,2/11/23,0.24351,0.23034,0.24219,0.24223,0.24205,0.24233,95718.05785
ZRXUSD,2/10/23,0.23602,0.22807,0.23203,0.23198,0.23191,0.23215,127299.9923
ZRXUSD,2/9/23,0.25914,0.22137,0.228255,0.22835,0.22805,0.22846,526752.9223
ZRXUSD,2/8/23,0.26123,0.2437,0.254855,0.25483,0.25469,0.25502,221160.9318
ZRXUSD,2/7/23,0.262,0.24336,0.261195,0.26098,0.26104,0.26135,222549.2054
ZRXUSD,2/6/23,0.25743,0.24159,0.24432,0.24503,0.24408,0.24456,118158.5313
ZRXUSD,2/5/23,0.26301,0.24121,0.248585,0.24862,0.24845,0.24872,302158.8775
ZRXUSD,2/4/23,0.30404,0.25222,0.257745,0.25783,0.25756,0.25793,1682949.973
ZRXUSD,2/3/23,0.26347,0.23197,0.253995,0.25459,0.25377,0.25422,921897.828
ZRXUSD,2/2/23,0.241,0.22594,0.230845,0.23189,0.23062,0.23107,531383.0801
ZRXUSD,2/1/23,0.23003,0.20772,0.225305,0.22555,0.22512,0.22549,794816.066
ZRXUSD,1/31/23,0.22504,0.2117,0.21647,0.21638,0.21639,0.21655,258355.8694
ZRXUSD,1/30/23,0.23626,0.21,0.214165,0.21407,0.21406,0.21427,679191.8547
ZRXUSD,1/29/23,0.23607,0.22713,0.235725,0.23551,0.23551,0.23594,258368.5706
ZRXUSD,1/28/23,0.24039,0.22734,0.229685,0.22926,0.22956,0.22981,185759.953
ZRXUSD,1/27/23,0.24376,0.22435,0.23922,0.23908,0.23907,0.23937,931491.2705
ZRXUSD,1/26/23,0.23444,0.22302,0.226635,0.22638,0.22648,0.22679,156595.2015
ZRXUSD,1/25/23,0.22768,0.21033,0.225905,0.22589,0.22575,0.22606,615581.2154
ZRXUSD,1/24/23,0.25467,0.21505,0.21626,0.21686,0.21613,0.21639,609220.78
ZRXUSD,1/23/23,0.23178,0.22497,0.226715,0.2266,0.22661,0.22682,287670.9926
ZRXUSD,1/22/23,0.24317,0.21979,0.22787,0.22807,0.22766,0.22808,838915.0623
ZRXUSD,1/21/23,0.23138,0.21662,0.22046,0.22059,0.22035,0.22057,266838.7066
ZRXUSD,1/20/23,0.21864,0.20044,0.218435,0.21864,0.21825,0.21862,85612.2422
ZRXUSD,1/19/23,0.21076,0.19747,0.204115,0.20419,0.20399,0.20424,239001.9337
ZRXUSD,1/18/23,0.22169,0.19777,0.19877,0.1992,0.19836,0.19918,861067.5683
ZRXUSD,1/17/23,0.21169,0.20427,0.208995,0.20884,0.2088,0.20919,34202.54037
ZRXUSD,1/16/23,0.21485,0.19996,0.20953,0.20919,0.20933,0.20973,191223.6913
ZRXUSD,1/15/23,0.20664,0.19715,0.20364,0.2035,0.20347,0.20381,60711.49087
ZRXUSD,1/14/23,0.22326,0.18993,0.206005,0.20664,0.20577,0.20624,627501.948
ZRXUSD,1/13/23,0.19122,0.18009,0.190765,0.19063,0.19055,0.19098,37885.45236
ZRXUSD,1/12/23,0.18466,0.1739,0.18253,0.18277,0.18224,0.18282,70100.22112
ZRXUSD,1/11/23,0.17871,0.16934,0.1788,0.1786,0.1786,0.179,33111.17039
ZRXUSD,1/10/23,0.1748,0.16701,0.174245,0.17398,0.17412,0.17437,96166.05476
ZRXUSD,1/9/23,0.17602,0.16662,0.169485,0.16972,0.16932,0.16965,379906.0571
ZRXUSD,1/8/23,0.16622,0.1568,0.165895,0.16575,0.16572,0.16607,34203.39593
ZRXUSD,1/7/23,0.16404,0.15834,0.158895,0.15872,0.15875,0.15904,178808.7969
ZRXUSD,1/6/23,0.16166,0.15273,0.161235,0.16111,0.16106,0.16141,703021.5876
ZRXUSD,1/5/23,0.16109,0.15573,0.156965,0.15683,0.15683,0.1571,236674.0087
ZRXUSD,1/4/23,0.16031,0.15413,0.158555,0.15845,0.1585,0.15861,44858.37821
ZRXUSD,1/3/23,0.15667,0.15173,0.154955,0.15481,0.15485,0.15506,25560.2854
ZRXUSD,1/2/23,0.15694,0.14837,0.156725,0.15661,0.15664,0.15681,73401.59777
ZRXUSD,1/1/23,0.15147,0.14773,0.150885,0.15074,0.15074,0.15103,45564.1818
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
